Format Version,1.23,Take Name,230626_Group7_trial1_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-06-26 04.58.51.400 오후,Capture Start Frame,539426,Total Frames in Take,373,Total Exported Frames,373,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Skeleton:LANK,Skeleton:LANK,Skeleton:LANK,Skeleton:LASI,Skeleton:LASI,Skeleton:LASI,Skeleton:LHEE,Skeleton:LHEE,Skeleton:LHEE,Skeleton:LKNE,Skeleton:LKNE,Skeleton:LKNE,Skeleton:LPSI,Skeleton:LPSI,Skeleton:LPSI,Skeleton:LTHI,Skeleton:LTHI,Skeleton:LTHI,Skeleton:LTIB,Skeleton:LTIB,Skeleton:LTIB,Skeleton:LTOE,Skeleton:LTOE,Skeleton:LTOE,Skeleton:RANK,Skeleton:RANK,Skeleton:RANK,Skeleton:RASI,Skeleton:RASI,Skeleton:RASI,Skeleton:RHEE,Skeleton:RHEE,Skeleton:RHEE,Skeleton:RKNE,Skeleton:RKNE,Skeleton:RKNE,Skeleton:RPSI,Skeleton:RPSI,Skeleton:RPSI,Skeleton:RTHI,Skeleton:RTHI,Skeleton:RTHI,Skeleton:RTIB,Skeleton:RTIB,Skeleton:RTIB,Skeleton:RTOE,Skeleton:RTOE,Skeleton:RTOE
,ID,"459AA33C13F711EEAF36E19734FCBCA0","459AA33C13F711EEAF36E19734FCBCA0","459AA33C13F711EEAF36E19734FCBCA0","459AA34313F711EEAF36E19734FCBCA0","459AA34313F711EEAF36E19734FCBCA0","459AA34313F711EEAF36E19734FCBCA0","459AA33913F711EEAF36E19734FCBCA0","459AA33913F711EEAF36E19734FCBCA0","459AA33913F711EEAF36E19734FCBCA0","459AA33D13F711EEAF36E19734FCBCA0","459AA33D13F711EEAF36E19734FCBCA0","459AA33D13F711EEAF36E19734FCBCA0","459AA34013F711EEAF36E19734FCBCA0","459AA34013F711EEAF36E19734FCBCA0","459AA34013F711EEAF36E19734FCBCA0","459AA33E13F711EEAF36E19734FCBCA0","459AA33E13F711EEAF36E19734FCBCA0","459AA33E13F711EEAF36E19734FCBCA0","459AA33F13F711EEAF36E19734FCBCA0","459AA33F13F711EEAF36E19734FCBCA0","459AA33F13F711EEAF36E19734FCBCA0","459AA33813F711EEAF36E19734FCBCA0","459AA33813F711EEAF36E19734FCBCA0","459AA33813F711EEAF36E19734FCBCA0","459AA33B13F711EEAF36E19734FCBCA0","459AA33B13F711EEAF36E19734FCBCA0","459AA33B13F711EEAF36E19734FCBCA0","459AA34213F711EEAF36E19734FCBCA0","459AA34213F711EEAF36E19734FCBCA0","459AA34213F711EEAF36E19734FCBCA0","459AA33A13F711EEAF36E19734FCBCA0","459AA33A13F711EEAF36E19734FCBCA0","459AA33A13F711EEAF36E19734FCBCA0","459AA33613F711EEAF36E19734FCBCA0","459AA33613F711EEAF36E19734FCBCA0","459AA33613F711EEAF36E19734FCBCA0","459AA34113F711EEAF36E19734FCBCA0","459AA34113F711EEAF36E19734FCBCA0","459AA34113F711EEAF36E19734FCBCA0","459AA33413F711EEAF36E19734FCBCA0","459AA33413F711EEAF36E19734FCBCA0","459AA33413F711EEAF36E19734FCBCA0","459AA33513F711EEAF36E19734FCBCA0","459AA33513F711EEAF36E19734FCBCA0","459AA33513F711EEAF36E19734FCBCA0","459AA33713F711EEAF36E19734FCBCA0","459AA33713F711EEAF36E19734FCBCA0","459AA33713F711EEAF36E19734FCBCA0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.337179,0.083710,0.731037,0.185916,0.983821,0.656802,0.364458,0.081398,0.669823,0.291835,0.513991,0.699699,0.363690,0.987447,0.553473,0.287422,0.593160,0.693577,0.313885,0.426356,0.711104,0.197252,0.051579,0.755293,0.339815,0.077231,0.293709,0.160532,0.972289,0.383284,0.368778,0.080087,0.351792,0.268060,0.513719,0.314766,0.357524,0.984617,0.447323,0.257128,0.615423,0.312398,0.299769,0.377259,0.292357,0.179077,0.041379,0.277828
1,0.010000,0.337198,0.083710,0.731037,0.185909,0.983790,0.656885,0.364471,0.081406,0.669817,0.291978,0.513997,0.699680,0.363521,0.987572,0.553326,0.287520,0.593169,0.693521,0.313964,0.426364,0.711057,0.197283,0.051592,0.755327,0.339781,0.077267,0.293702,0.160178,0.972235,0.383431,0.368780,0.080110,0.351772,0.267899,0.513717,0.314825,0.357227,0.984727,0.447184,0.256908,0.615422,0.312459,0.299658,0.377262,0.292380,0.179062,0.041388,0.277847
2,0.020000,0.337161,0.083489,0.730924,0.185838,0.983739,0.656939,0.364563,0.081501,0.669868,0.292058,0.513998,0.699646,0.363369,0.987645,0.553194,0.287599,0.593189,0.693497,0.314042,0.426373,0.711025,0.197290,0.051598,0.755336,0.339755,0.077271,0.293707,0.159802,0.972167,0.383560,0.368778,0.080103,0.351746,0.267764,0.513700,0.314851,0.356866,0.984794,0.447044,0.256685,0.615415,0.312477,0.299548,0.377281,0.292393,0.179067,0.041385,0.277855
3,0.030000,0.337214,0.083689,0.731023,0.185793,0.983694,0.657021,0.364463,0.081379,0.669766,0.292116,0.513991,0.699609,0.363208,0.987721,0.553057,0.287640,0.593219,0.693468,0.314099,0.426370,0.710989,0.197301,0.051598,0.755357,0.339744,0.077278,0.293693,0.159316,0.972253,0.383754,0.368786,0.080089,0.351751,0.267673,0.513689,0.314893,0.356613,0.984895,0.446879,0.256460,0.615386,0.312519,0.299487,0.377295,0.292432,0.179055,0.041395,0.277878
4,0.040000,0.337200,0.083512,0.730898,0.185700,0.983701,0.657069,0.364542,0.081505,0.669801,0.292136,0.513982,0.699556,0.363030,0.987794,0.552896,0.287652,0.593194,0.693403,0.314128,0.426376,0.710954,0.197296,0.051599,0.755366,0.339757,0.077261,0.293694,0.159016,0.972221,0.383817,0.368787,0.080081,0.351743,0.267605,0.513688,0.314924,0.356294,0.984923,0.446711,0.256238,0.615364,0.312583,0.299471,0.377269,0.292492,0.179052,0.041390,0.277894
5,0.050000,0.337239,0.083702,0.730964,0.185630,0.983696,0.657108,0.364409,0.081394,0.669698,0.292127,0.514005,0.699535,0.362871,0.987890,0.552757,0.287640,0.593218,0.693370,0.314144,0.426397,0.710914,0.197294,0.051601,0.755360,0.339756,0.077279,0.293700,0.158727,0.972191,0.383856,0.368816,0.080084,0.351747,0.267547,0.513692,0.314961,0.356022,0.984994,0.446587,0.256061,0.615353,0.312604,0.299417,0.377261,0.292540,0.179059,0.041393,0.277884
6,0.060000,0.337191,0.083542,0.730834,0.185525,0.983711,0.657167,0.364500,0.081520,0.669733,0.292093,0.514000,0.699520,0.362524,0.987930,0.552527,0.287624,0.593217,0.693354,0.314124,0.426421,0.710888,0.197286,0.051610,0.755366,0.339766,0.077279,0.293692,0.158440,0.972160,0.383886,0.368808,0.080081,0.351729,0.267481,0.513683,0.314957,0.355775,0.984994,0.446435,0.255879,0.615354,0.312620,0.299446,0.377291,0.292530,0.179080,0.041409,0.277889
7,0.070000,0.337173,0.083526,0.730812,0.185441,0.983733,0.657181,0.364476,0.081537,0.669708,0.292041,0.514011,0.699500,0.362508,0.987993,0.552472,0.287559,0.593203,0.693322,0.314085,0.426427,0.710873,0.197270,0.051566,0.755365,0.339773,0.077281,0.293688,0.158168,0.972136,0.383857,0.368812,0.080088,0.351728,0.267393,0.513685,0.314948,0.355546,0.985042,0.446301,0.255736,0.615346,0.312604,0.299293,0.377310,0.292584,0.179086,0.041396,0.277898
8,0.080000,0.337198,0.083760,0.730922,0.185315,0.983730,0.657197,0.364340,0.081432,0.669627,0.291980,0.514017,0.699499,0.362210,0.988023,0.552324,0.287483,0.593204,0.693313,0.314047,0.426427,0.710858,0.197279,0.051544,0.755360,0.339764,0.077269,0.293668,0.157953,0.972109,0.383868,0.368809,0.080100,0.351713,0.267263,0.513676,0.314934,0.355310,0.985082,0.446194,0.255601,0.615323,0.312580,0.299189,0.377333,0.292546,0.179078,0.041412,0.277900
9,0.090000,0.337222,0.083782,0.730930,0.185200,0.983732,0.657196,0.364342,0.081443,0.669630,0.291925,0.514022,0.699482,0.362020,0.988011,0.552237,0.287395,0.593207,0.693292,0.313991,0.426425,0.710838,0.197274,0.051549,0.755351,0.339745,0.077263,0.293653,0.157778,0.972071,0.383857,0.368807,0.080110,0.351676,0.267126,0.513663,0.314903,0.355189,0.985106,0.446103,0.255456,0.615300,0.312536,0.299084,0.377329,0.292515,0.179079,0.041395,0.277901
10,0.100000,0.337158,0.083585,0.730810,0.185046,0.983727,0.657178,0.364441,0.081564,0.669699,0.291879,0.514022,0.699460,0.361877,0.988004,0.552186,0.287321,0.593218,0.693288,0.313931,0.426443,0.710821,0.197273,0.051547,0.755364,0.339718,0.077278,0.293660,0.157630,0.972053,0.383845,0.368791,0.080110,0.351685,0.266955,0.513645,0.314836,0.355012,0.985099,0.446064,0.255314,0.615294,0.312473,0.298965,0.377316,0.292487,0.179071,0.041390,0.277899
