Format Version,1.0,
Take Name,230626_Group7_trial1,
Capture Frame Rate,1000.00,
Export Frame Rate,100.00,
Capture Start Time,26 Jun 2023 16:57:44 +0900,
Total Frames In Take,793,
Total Exported Frames,7930,
Coordinate Space,Local,
Device Name,Trigno 2883,
Device Type,0,
Device Channel Count,2,
Mocap Rate,100.00,
Mocap Rate Multiple,10.00

MocapFrame, MocapTime, DeviceFrame,Sensor 1,Sensor 2
0,0.000000,0,-0.002824,-0.105480
0,0.000000,1,-0.021632,-0.096112
0,0.000000,2,-0.034482,-0.054648
0,0.000000,3,-0.024384,-0.096057
0,0.000000,4,-0.002455,-0.087336
0,0.000000,5,0.010666,-0.014393
0,0.000000,6,0.031364,0.008409
0,0.000000,7,0.059696,-0.002970
0,0.000000,8,0.049374,-0.068070
0,0.000000,9,0.011991,-0.095305
1,0.010000,10,0.001232,-0.102231
1,0.010000,11,-0.002467,-0.086843
1,0.010000,12,-0.000737,-0.074387
1,0.010000,13,-0.018173,-0.072674
1,0.010000,14,-0.036050,-0.007704
1,0.010000,15,-0.025500,-0.026298
1,0.010000,16,-0.004854,-0.046671
1,0.010000,17,0.018587,-0.045042
1,0.010000,18,0.026184,-0.062664
1,0.010000,19,0.007124,-0.075291
2,0.020000,20,-0.024469,-0.093736
2,0.020000,21,-0.045034,-0.129513
2,0.020000,22,-0.019778,-0.071233
2,0.020000,23,0.004185,0.046850
2,0.020000,24,0.021025,0.032700
2,0.020000,25,0.058082,-0.026356
2,0.020000,26,-0.007406,-0.070130
2,0.020000,27,-0.005100,-0.075525
2,0.020000,28,-0.003241,-0.095150
2,0.020000,29,-0.001782,-0.096042
3,0.030000,30,-0.000676,-0.100718
3,0.030000,31,0.000126,-0.144522
3,0.030000,32,0.000668,-0.124083
3,0.030000,33,0.000994,0.057910
3,0.030000,34,0.001148,0.085106
3,0.030000,35,0.001166,0.008121
3,0.030000,36,0.001085,-0.059456
3,0.030000,37,0.000936,-0.083138
3,0.030000,38,0.000745,-0.063912
3,0.030000,39,0.066578,-0.069773
4,0.040000,40,0.081933,-0.083641
4,0.040000,41,0.038169,-0.045125
4,0.040000,42,-0.026168,-0.013859
4,0.040000,43,-0.057690,-0.032233
4,0.040000,44,-0.046410,-0.068745
4,0.040000,45,0.029783,-0.090286
4,0.040000,46,0.071711,-0.092965
4,0.040000,47,0.034815,-0.081255
4,0.040000,48,0.004578,-0.074784
4,0.040000,49,-0.011402,-0.082153
5,0.050000,50,-0.023512,-0.073619
5,0.050000,51,-0.010496,-0.008645
5,0.050000,52,-0.008836,-0.023259
5,0.050000,53,-0.051709,-0.077683
5,0.050000,54,-0.088226,-0.159776
5,0.050000,55,-0.098840,-0.193095
5,0.050000,56,-0.012836,0.002918
5,0.050000,57,0.067767,0.098910
5,0.050000,58,0.066763,0.007001
5,0.050000,59,0.066213,-0.019974
6,0.060000,60,0.076284,-0.041118
6,0.060000,61,0.022764,-0.050060
6,0.060000,62,0.047364,-0.035831
6,0.060000,63,0.068277,-0.032398
6,0.060000,64,0.051254,-0.031307
6,0.060000,65,0.023657,-0.030012
6,0.060000,66,-0.007876,-0.024835
6,0.060000,67,-0.035019,-0.058069
6,0.060000,68,-0.062749,-0.155495
6,0.060000,69,-0.056628,-0.188628
7,0.070000,70,-0.035186,-0.044360
7,0.070000,71,-0.015858,0.021251
7,0.070000,72,-0.005681,-0.023695
7,0.070000,73,-0.015190,-0.058201
7,0.070000,74,-0.028797,-0.072193
7,0.070000,75,-0.020371,-0.084755
7,0.070000,76,-0.002856,-0.079572
7,0.070000,77,0.002631,-0.078155
7,0.070000,78,0.043222,-0.072676
7,0.070000,79,0.079719,-0.065253
8,0.080000,80,0.045640,-0.057053
8,0.080000,81,0.006053,-0.059079
8,0.080000,82,-0.011277,-0.065733
8,0.080000,83,-0.033627,-0.123103
8,0.080000,84,-0.040671,-0.193984
8,0.080000,85,-0.020565,-0.109727
8,0.080000,86,-0.010603,-0.012608
8,0.080000,87,-0.002043,0.023692
8,0.080000,88,0.011570,0.076443
8,0.080000,89,-0.002640,0.099873
9,0.090000,90,0.002150,0.047768
9,0.090000,91,0.000099,-0.039135
9,0.090000,92,0.009332,-0.075281
9,0.090000,93,0.017391,-0.075210
9,0.090000,94,0.008935,-0.082598
9,0.090000,95,0.013212,-0.090601
9,0.090000,96,0.015242,-0.079593
9,0.090000,97,0.004125,-0.028539
9,0.090000,98,-0.002707,-0.047638
9,0.090000,99,0.002300,-0.135469
10,0.100000,100,0.004370,-0.137415
10,0.100000,101,0.005612,-0.030264
10,0.100000,102,-0.004907,0.021308
10,0.100000,103,-0.002495,-0.004602
10,0.100000,104,-0.007644,-0.057599
10,0.100000,105,-0.012590,-0.093655
10,0.100000,106,-0.010613,-0.090960
10,0.100000,107,-0.010338,-0.058165
10,0.100000,108,-0.015364,-0.057795
10,0.100000,109,-0.008851,-0.060065
11,0.110000,110,0.011296,-0.069818
11,0.110000,111,0.017252,-0.076913
11,0.110000,112,0.011759,-0.060513
11,0.110000,113,0.013508,-0.033358
11,0.110000,114,0.013365,-0.052693
11,0.110000,115,0.005390,-0.109778
11,0.110000,116,-0.005994,-0.149590
11,0.110000,117,-0.034009,-0.071565
11,0.110000,118,-0.056646,0.033195
11,0.110000,119,-0.043521,0.010993
12,0.120000,120,0.001128,-0.041269
12,0.120000,121,0.026412,-0.068865
12,0.120000,122,0.047347,-0.066307
12,0.120000,123,0.054836,-0.035796
12,0.120000,124,0.029535,-0.000194
12,0.120000,125,0.006497,-0.032779
12,0.120000,126,-0.006588,-0.082162
12,0.120000,127,-0.008754,-0.106974
12,0.120000,128,-0.002057,-0.100432
12,0.120000,129,-0.001418,-0.101001
13,0.130000,130,0.002873,-0.078400
13,0.130000,131,0.023146,-0.049504
13,0.130000,132,0.026112,-0.027048
13,0.130000,133,0.006360,-0.016673
13,0.130000,134,-0.008024,-0.057765
13,0.130000,135,-0.047064,-0.060518
13,0.130000,136,-0.038968,-0.009645
13,0.130000,137,0.002204,-0.019375
13,0.130000,138,0.058418,-0.052339
13,0.130000,139,0.074795,-0.075281
14,0.140000,140,0.046884,-0.087285
14,0.140000,141,0.014275,-0.069716
14,0.140000,142,-0.012779,-0.058901
14,0.140000,143,-0.034204,-0.077345
14,0.140000,144,-0.032665,-0.088590
14,0.140000,145,-0.018949,-0.056682
14,0.140000,146,-0.028137,-0.022324
14,0.140000,147,-0.044011,-0.012296
14,0.140000,148,-0.033555,0.045420
14,0.140000,149,-0.004908,-0.013522
15,0.150000,150,0.011320,-0.003093
15,0.150000,151,0.020399,-0.033650
15,0.150000,152,0.048198,-0.043026
15,0.150000,153,0.040503,-0.055995
15,0.150000,154,0.015990,-0.066446
15,0.150000,155,-0.019313,-0.062377
15,0.150000,156,-0.053327,-0.071881
15,0.150000,157,-0.044830,-0.074842
