Format Version,1.23,Take Name,230626_Group7_trial3,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-06-26 05.00.11.833 오후,Capture Start Frame,547469,Total Frames in Take,705,Total Exported Frames,705,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Skeleton:LANK,Skeleton:LANK,Skeleton:LANK,Skeleton:LASI,Skeleton:LASI,Skeleton:LASI,Skeleton:LHEE,Skeleton:LHEE,Skeleton:LHEE,Skeleton:LKNE,Skeleton:LKNE,Skeleton:LKNE,Skeleton:LPSI,Skeleton:LPSI,Skeleton:LPSI,Skeleton:LTHI,Skeleton:LTHI,Skeleton:LTHI,Skeleton:LTIB,Skeleton:LTIB,Skeleton:LTIB,Skeleton:LTOE,Skeleton:LTOE,Skeleton:LTOE,Skeleton:RANK,Skeleton:RANK,Skeleton:RANK,Skeleton:RASI,Skeleton:RASI,Skeleton:RASI,Skeleton:RHEE,Skeleton:RHEE,Skeleton:RHEE,Skeleton:RKNE,Skeleton:RKNE,Skeleton:RKNE,Skeleton:RPSI,Skeleton:RPSI,Skeleton:RPSI,Skeleton:RTHI,Skeleton:RTHI,Skeleton:RTHI,Skeleton:RTIB,Skeleton:RTIB,Skeleton:RTIB,Skeleton:RTOE,Skeleton:RTOE,Skeleton:RTOE
,ID,"795131FD13F711EEAF36E19734FCBCA0","795131FD13F711EEAF36E19734FCBCA0","795131FD13F711EEAF36E19734FCBCA0","7951320313F711EEAF36E19734FCBCA0","7951320313F711EEAF36E19734FCBCA0","7951320313F711EEAF36E19734FCBCA0","795131FA13F711EEAF36E19734FCBCA0","795131FA13F711EEAF36E19734FCBCA0","795131FA13F711EEAF36E19734FCBCA0","795131FE13F711EEAF36E19734FCBCA0","795131FE13F711EEAF36E19734FCBCA0","795131FE13F711EEAF36E19734FCBCA0","7951320113F711EEAF36E19734FCBCA0","7951320113F711EEAF36E19734FCBCA0","7951320113F711EEAF36E19734FCBCA0","795131FF13F711EEAF36E19734FCBCA0","795131FF13F711EEAF36E19734FCBCA0","795131FF13F711EEAF36E19734FCBCA0","7951320013F711EEAF36E19734FCBCA0","7951320013F711EEAF36E19734FCBCA0","7951320013F711EEAF36E19734FCBCA0","795131F913F711EEAF36E19734FCBCA0","795131F913F711EEAF36E19734FCBCA0","795131F913F711EEAF36E19734FCBCA0","795131FC13F711EEAF36E19734FCBCA0","795131FC13F711EEAF36E19734FCBCA0","795131FC13F711EEAF36E19734FCBCA0","7951320413F711EEAF36E19734FCBCA0","7951320413F711EEAF36E19734FCBCA0","7951320413F711EEAF36E19734FCBCA0","795131FB13F711EEAF36E19734FCBCA0","795131FB13F711EEAF36E19734FCBCA0","795131FB13F711EEAF36E19734FCBCA0","795131F713F711EEAF36E19734FCBCA0","795131F713F711EEAF36E19734FCBCA0","795131F713F711EEAF36E19734FCBCA0","7951320213F711EEAF36E19734FCBCA0","7951320213F711EEAF36E19734FCBCA0","7951320213F711EEAF36E19734FCBCA0","795131F513F711EEAF36E19734FCBCA0","795131F513F711EEAF36E19734FCBCA0","795131F513F711EEAF36E19734FCBCA0","795131F613F711EEAF36E19734FCBCA0","795131F613F711EEAF36E19734FCBCA0","795131F613F711EEAF36E19734FCBCA0","795131F813F711EEAF36E19734FCBCA0","795131F813F711EEAF36E19734FCBCA0","795131F813F711EEAF36E19734FCBCA0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.339060,0.085939,0.750358,0.185084,0.980407,0.642578,0.367355,0.082076,0.689251,0.288110,0.512375,0.701594,0.370103,0.978999,0.545549,0.282895,0.591064,0.691930,0.311779,0.426724,0.715952,0.199094,0.051679,0.774607,0.348646,0.076809,0.269519,0.168974,0.968870,0.367818,0.377454,0.079096,0.327389,0.274496,0.513445,0.296024,0.363972,0.978406,0.436477,0.264373,0.615601,0.294841,0.307088,0.377119,0.271807,0.188525,0.041318,0.253215
1,0.010000,0.339076,0.085956,0.750347,0.184991,0.980413,0.642594,0.367358,0.082071,0.689247,0.288087,0.512373,0.701595,0.370035,0.978984,0.545529,0.282850,0.591071,0.691912,0.311751,0.426728,0.715940,0.199099,0.051685,0.774601,0.348640,0.076812,0.269536,0.168634,0.969110,0.367875,0.377474,0.079109,0.327414,0.274411,0.513398,0.296057,0.363809,0.978440,0.436511,0.264329,0.615595,0.294873,0.307072,0.377149,0.271840,0.188511,0.041312,0.253208
2,0.020000,0.339068,0.085972,0.750337,0.184894,0.980409,0.642616,0.367350,0.082082,0.689235,0.288044,0.512383,0.701585,0.369909,0.978996,0.545554,0.282824,0.591098,0.691908,0.311714,0.426730,0.715929,0.199091,0.051686,0.774610,0.348644,0.076822,0.269547,0.168409,0.969173,0.367826,0.377445,0.079121,0.327435,0.274385,0.513396,0.296084,0.363687,0.978450,0.436450,0.264273,0.615586,0.294900,0.307076,0.377159,0.271862,0.188504,0.041332,0.253211
3,0.030000,0.339058,0.085970,0.750327,0.184815,0.980418,0.642634,0.367351,0.082107,0.689220,0.288011,0.512379,0.701575,0.369829,0.978975,0.545570,0.282786,0.591082,0.691911,0.311702,0.426721,0.715930,0.199102,0.051689,0.774600,0.348635,0.076832,0.269537,0.168273,0.969175,0.367820,0.377443,0.079110,0.327441,0.274388,0.513411,0.296120,0.363544,0.978434,0.436415,0.264224,0.615593,0.294931,0.307014,0.377131,0.271910,0.188504,0.041320,0.253205
4,0.040000,0.339063,0.085974,0.750334,0.184733,0.980407,0.642662,0.367342,0.082106,0.689227,0.287983,0.512393,0.701579,0.369715,0.978942,0.545540,0.282730,0.591051,0.691883,0.311695,0.426720,0.715921,0.199109,0.051689,0.774599,0.348623,0.076838,0.269550,0.168141,0.969166,0.367838,0.377465,0.079118,0.327448,0.274404,0.513419,0.296158,0.363337,0.978403,0.436466,0.264192,0.615602,0.294964,0.307029,0.377143,0.271943,0.188501,0.041303,0.253193
5,0.050000,0.339054,0.085993,0.750331,0.184658,0.980407,0.642692,0.367326,0.082112,0.689192,0.287954,0.512378,0.701572,0.369687,0.978916,0.545571,0.282700,0.591062,0.691882,0.311656,0.426728,0.715928,0.199102,0.051687,0.774606,0.348641,0.076836,0.269555,0.168025,0.969150,0.367855,0.377461,0.079121,0.327453,0.274397,0.513420,0.296181,0.363211,0.978378,0.436428,0.264165,0.615595,0.294979,0.307111,0.377172,0.271955,0.188503,0.041310,0.253195
