Format Version,1.0,
Take Name,230626_Group7_trial3_002,
Capture Frame Rate,1000.00,
Export Frame Rate,100.00,
Capture Start Time,26 Jun 2023 17:00:29 +0900,
Total Frames In Take,340,
Total Exported Frames,3400,
Coordinate Space,Local,
Device Name,Trigno 2883,
Device Type,0,
Device Channel Count,2,
Mocap Rate,100.00,
Mocap Rate Multiple,10.00

MocapFrame, MocapTime, DeviceFrame,Sensor 1,Sensor 2
0,0.000000,0,0.056949,0.070362
0,0.000000,1,0.004918,0.027828
0,0.000000,2,0.035041,-0.031011
0,0.000000,3,0.081850,-0.063415
0,0.000000,4,0.067130,-0.064950
0,0.000000,5,0.008773,-0.070019
0,0.000000,6,-0.026344,-0.070059
0,0.000000,7,-0.028459,-0.074686
0,0.000000,8,-0.037627,-0.085901
0,0.000000,9,-0.025169,-0.090777
1,0.010000,10,-0.040058,-0.092071
1,0.010000,11,-0.051067,-0.092321
1,0.010000,12,-0.030234,-0.082866
1,0.010000,13,0.005708,-0.091183
1,0.010000,14,0.029395,-0.082652
1,0.010000,15,0.030125,-0.059050
1,0.010000,16,0.018948,-0.063397
1,0.010000,17,-0.009186,-0.108616
1,0.010000,18,-0.025588,-0.129567
1,0.010000,19,-0.015061,-0.046667
2,0.020000,20,-0.017849,0.100351
2,0.020000,21,-0.024900,0.101273
2,0.020000,22,-0.025870,0.002197
2,0.020000,23,-0.044185,-0.063801
2,0.020000,24,-0.009954,-0.103055
2,0.020000,25,0.045853,-0.153542
2,0.020000,26,0.059392,-0.147755
2,0.020000,27,0.027184,-0.049495
2,0.020000,28,0.012319,0.004988
2,0.020000,29,0.008896,-0.018802
3,0.030000,30,-0.005155,-0.030989
3,0.030000,31,-0.045120,-0.000898
3,0.030000,32,-0.046782,0.007151
3,0.030000,33,0.003511,-0.009024
3,0.030000,34,0.060269,-0.049120
3,0.030000,35,0.043345,-0.087199
3,0.030000,36,0.012724,-0.086040
3,0.030000,37,-0.009797,-0.113988
3,0.030000,38,-0.023989,-0.155893
3,0.030000,39,-0.029112,-0.073729
4,0.040000,40,0.018753,0.018537
4,0.040000,41,0.048816,0.006531
4,0.040000,42,0.042610,-0.053234
4,0.040000,43,0.033559,-0.058342
4,0.040000,44,0.024376,-0.068425
4,0.040000,45,0.006126,-0.063548
4,0.040000,46,-0.009394,-0.042383
4,0.040000,47,-0.020570,-0.049386
4,0.040000,48,-0.044498,-0.058805
4,0.040000,49,-0.042658,-0.061192
5,0.050000,50,0.003193,-0.066631
5,0.050000,51,0.034577,-0.073997
5,0.050000,52,0.035434,-0.078495
5,0.050000,53,0.023369,-0.089253
5,0.050000,54,0.032459,-0.087289
5,0.050000,55,0.016521,-0.079941
5,0.050000,56,-0.025272,-0.083734
5,0.050000,57,-0.055764,-0.087709
5,0.050000,58,-0.020396,-0.051453
5,0.050000,59,0.023554,-0.000757
6,0.060000,60,0.001472,-0.053002
6,0.060000,61,-0.039148,-0.038565
6,0.060000,62,-0.084697,0.012960
6,0.060000,63,-0.063548,-0.019636
6,0.060000,64,0.007811,-0.042403
6,0.060000,65,0.045749,-0.018502
6,0.060000,66,0.073750,-0.030608
6,0.060000,67,0.088235,-0.049448
6,0.060000,68,0.053280,-0.045682
6,0.060000,69,0.018094,-0.052481
7,0.070000,70,0.001957,-0.061104
7,0.070000,71,0.013976,-0.078785
7,0.070000,72,0.019854,-0.088849
7,0.070000,73,0.014124,-0.072223
7,0.070000,74,0.009965,-0.066203
7,0.070000,75,0.021899,-0.059735
7,0.070000,76,0.003806,-0.037760
7,0.070000,77,-0.008286,-0.007297
7,0.070000,78,-0.014579,0.017633
7,0.070000,79,-0.014180,0.003285
8,0.080000,80,-0.011742,-0.029439
8,0.080000,81,-0.012623,-0.066188
8,0.080000,82,-0.007819,-0.072744
8,0.080000,83,-0.007200,-0.059654
8,0.080000,84,-0.008662,-0.065560
8,0.080000,85,-0.008014,-0.084195
8,0.080000,86,-0.013786,-0.112134
8,0.080000,87,-0.013305,-0.169589
8,0.080000,88,0.004486,-0.197285
8,0.080000,89,-0.006126,-0.193311
9,0.090000,90,-0.035935,-0.102123
9,0.090000,91,-0.075623,0.110515
9,0.090000,92,-0.100287,0.158616
9,0.090000,93,-0.038514,0.069370
9,0.090000,94,0.075571,-0.029224
9,0.090000,95,0.165565,-0.067620
9,0.090000,96,0.132856,-0.064575
9,0.090000,97,0.020430,-0.056847
9,0.090000,98,-0.072971,-0.066628
9,0.090000,99,-0.023856,-0.064838
10,0.100000,100,0.013550,-0.065466
10,0.100000,101,0.036372,-0.070358
10,0.100000,102,0.096555,-0.081207
10,0.100000,103,0.058072,-0.067368
10,0.100000,104,0.006128,-0.052505
10,0.100000,105,-0.010081,-0.052035
10,0.100000,106,-0.019920,-0.109057
10,0.100000,107,-0.027531,-0.141050
10,0.100000,108,-0.024932,-0.072777
10,0.100000,109,-0.017178,0.005184
11,0.110000,110,-0.015023,0.026269
11,0.110000,111,-0.001001,0.047376
11,0.110000,112,-0.032458,0.021985
11,0.110000,113,-0.063562,-0.045910
11,0.110000,114,0.008419,-0.066048
11,0.110000,115,0.083685,-0.073465
11,0.110000,116,0.072472,-0.083525
11,0.110000,117,0.032842,-0.080450
11,0.110000,118,0.011736,-0.078517
11,0.110000,119,-0.014218,-0.075380
12,0.120000,120,-0.022147,-0.078965
12,0.120000,121,-0.010573,-0.058743
12,0.120000,122,-0.010012,-0.044992
12,0.120000,123,-0.010970,-0.063998
12,0.120000,124,-0.001563,-0.049398
12,0.120000,125,-0.000890,-0.026420
12,0.120000,126,-0.007193,-0.038616
12,0.120000,127,-0.012580,-0.046749
12,0.120000,128,-0.008754,-0.067194
12,0.120000,129,-0.004060,-0.065987
13,0.130000,130,0.001030,-0.062023
13,0.130000,131,0.002013,-0.067282
13,0.130000,132,0.013396,-0.061061
13,0.130000,133,0.016701,-0.053054
13,0.130000,134,0.013083,-0.048836
13,0.130000,135,0.007273,-0.032361
13,0.130000,136,-0.025342,-0.032948
13,0.130000,137,-0.048773,-0.043686
13,0.130000,138,-0.019899,-0.056079
13,0.130000,139,0.045286,-0.072464
14,0.140000,140,0.070833,-0.087676
14,0.140000,141,0.065787,-0.148214
14,0.140000,142,0.023998,-0.196393
14,0.140000,143,-0.005796,-0.062354
14,0.140000,144,-0.029242,0.080446
14,0.140000,145,-0.040834,0.065100
14,0.140000,146,-0.038118,-0.025892
14,0.140000,147,-0.038400,-0.054442
14,0.140000,148,-0.040380,-0.059517
14,0.140000,149,-0.025764,-0.073117
15,0.150000,150,0.042727,-0.060533
15,0.150000,151,0.109105,-0.034855
15,0.150000,152,0.071205,-0.012966
15,0.150000,153,0.020729,-0.006635
15,0.150000,154,0.010809,-0.018758
15,0.150000,155,-0.007416,-0.064290
15,0.150000,156,-0.015658,-0.085242
15,0.150000,157,0.008960,-0.074189
15,0.150000,158,0.017337,-0.069677
15,0.150000,159,-0.006628,-0.075056
16,0.160000,160,-0.027882,-0.067570
16,0.160000,161,-0.011349,-0.046408
16,0.160000,162,-0.003715,-0.027709
16,0.160000,163,0.003965,-0.026926
16,0.160000,164,0.007662,-0.043791
16,0.160000,165,0.006174,-0.066706
16,0.160000,166,0.003861,-0.068495
16,0.160000,167,0.009510,-0.057659
16,0.160000,168,0.008536,-0.052158
16,0.160000,169,0.008365,-0.051373
17,0.170000,170,-0.003012,-0.060721
17,0.170000,171,0.021828,-0.057353
17,0.170000,172,0.030274,-0.072562
17,0.170000,173,0.007661,-0.117863
17,0.170000,174,-0.039087,-0.119036
17,0.170000,175,-0.071480,-0.039379
17,0.170000,176,-0.048438,0.005393
17,0.170000,177,0.002421,-0.034537
17,0.170000,178,0.027493,-0.111811
17,0.170000,179,0.038841,-0.166646
18,0.180000,180,0.031964,-0.114564
18,0.180000,181,0.023813,0.006168
18,0.180000,182,0.016580,0.048165
18,0.180000,183,0.009299,0.064797
18,0.180000,184,0.012757,0.017022
18,0.180000,185,0.012230,-0.038828
18,0.180000,186,0.009295,-0.058159
18,0.180000,187,0.006198,-0.065244
18,0.180000,188,0.007017,-0.088560
18,0.180000,189,0.009490,-0.115071
19,0.190000,190,0.001723,-0.146344
19,0.190000,191,-0.002355,-0.098786
19,0.190000,192,-0.000690,0.007643
19,0.190000,193,0.000092,0.050890
19,0.190000,194,-0.005882,0.036736
19,0.190000,195,-0.016639,-0.059102
19,0.190000,196,-0.021098,-0.070296
19,0.190000,197,-0.012281,-0.054555
19,0.190000,198,-0.010390,-0.055192
19,0.190000,199,-0.005361,-0.059385
20,0.200000,200,-0.000880,-0.065366
20,0.200000,201,0.024053,-0.067406
20,0.200000,202,0.031683,-0.075968
20,0.200000,203,0.014542,-0.083003
20,0.200000,204,0.000433,-0.079988
20,0.200000,205,-0.005738,-0.081280
20,0.200000,206,-0.000708,-0.076123
20,0.200000,207,-0.000302,-0.066046
20,0.200000,208,-0.000014,-0.047966
20,0.200000,209,0.003184,-0.026000
21,0.210000,210,0.000920,-0.018168
21,0.210000,211,0.002840,-0.042316
21,0.210000,212,0.003782,-0.084510
21,0.210000,213,0.013678,-0.082739
21,0.210000,214,-0.006500,-0.054577
21,0.210000,215,-0.065776,-0.074385
21,0.210000,216,-0.081901,-0.094968
21,0.210000,217,-0.022412,-0.120232
21,0.210000,218,0.032242,-0.036955
21,0.210000,219,0.056231,0.043173
22,0.220000,220,0.100098,0.014033
22,0.220000,221,0.115558,-0.007982
22,0.220000,222,0.055364,-0.033242
22,0.220000,223,0.026684,-0.049410
22,0.220000,224,0.024514,-0.062410
22,0.220000,225,0.001270,-0.056640
22,0.220000,226,-0.013727,-0.057384
22,0.220000,227,-0.009234,-0.067331
22,0.220000,228,-0.017543,-0.067581
22,0.220000,229,-0.040116,-0.068843
23,0.230000,230,-0.038069,-0.076416
23,0.230000,231,-0.080836,-0.074423
23,0.230000,232,-0.087568,-0.069511
23,0.230000,233,0.011175,-0.045259
23,0.230000,234,0.115157,-0.049486
23,0.230000,235,0.019109,-0.053340
23,0.230000,236,0.013498,-0.052149
23,0.230000,237,0.008934,-0.034931
23,0.230000,238,0.005310,-0.036618
23,0.230000,239,0.002518,-0.036194
24,0.240000,240,0.000451,-0.035199
24,0.240000,241,-0.000994,-0.037252
24,0.240000,242,-0.001918,-0.044018
24,0.240000,243,-0.002417,-0.066383
24,0.240000,244,-0.002580,-0.073358
24,0.240000,245,-0.002488,-0.071852
24,0.240000,246,-0.002217,-0.069423
24,0.240000,247,-0.001829,-0.068101
24,0.240000,248,-0.001379,-0.062949
24,0.240000,249,0.016349,-0.062563
25,0.250000,250,0.023387,-0.064147
25,0.250000,251,0.018080,-0.063186
25,0.250000,252,0.017067,-0.051104
25,0.250000,253,0.022608,-0.041065
25,0.250000,254,0.015647,-0.046033
25,0.250000,255,-0.000092,-0.060814
25,0.250000,256,-0.010985,-0.067292
25,0.250000,257,-0.007676,-0.067359
25,0.250000,258,-0.012699,-0.012930
25,0.250000,259,-0.000412,0.015869
26,0.260000,260,0.006511,-0.032774
26,0.260000,261,-0.000554,-0.072410
26,0.260000,262,-0.019851,-0.078792
26,0.260000,263,-0.046038,-0.062954
26,0.260000,264,-0.028672,-0.073051
26,0.260000,265,0.018227,-0.074200
26,0.260000,266,0.048166,-0.063075
26,0.260000,267,0.059448,-0.047176
26,0.260000,268,0.068618,-0.026494
26,0.260000,269,0.046854,-0.015773
27,0.270000,270,0.011574,-0.037228
27,0.270000,271,-0.007498,-0.060478
27,0.270000,272,0.001885,-0.079623
27,0.270000,273,0.012752,-0.107904
27,0.270000,274,0.004694,-0.120053
27,0.270000,275,-0.019515,-0.057874
27,0.270000,276,-0.004552,0.013854
27,0.270000,277,0.020758,0.013949
27,0.270000,278,0.032354,-0.035515
27,0.270000,279,0.019536,-0.049364
28,0.280000,280,-0.004996,-0.046266
28,0.280000,281,-0.021722,-0.054988
28,0.280000,282,-0.030271,-0.074963
28,0.280000,283,-0.042612,-0.116034
28,0.280000,284,-0.023736,-0.141202
28,0.280000,285,0.001277,-0.072165
28,0.280000,286,0.003273,0.011917
28,0.280000,287,-0.003880,0.024144
28,0.280000,288,0.005360,-0.028811
28,0.280000,289,0.012625,-0.056744
29,0.290000,290,0.007118,-0.065042
29,0.290000,291,0.008944,-0.072855
29,0.290000,292,0.012519,-0.052769
29,0.290000,293,0.010049,-0.051282
29,0.290000,294,0.011446,-0.130708
29,0.290000,295,0.016059,-0.115141
29,0.290000,296,0.011811,0.029165
29,0.290000,297,0.002137,0.070985
29,0.290000,298,-0.007155,-0.008229
29,0.290000,299,-0.010358,-0.060887
30,0.300000,300,-0.011868,-0.064921
30,0.300000,301,-0.006822,-0.062396
30,0.300000,302,-0.011452,-0.065656
30,0.300000,303,-0.011030,-0.070564
30,0.300000,304,0.003984,-0.083237
30,0.300000,305,0.015241,-0.087818
30,0.300000,306,0.020303,-0.086689
30,0.300000,307,0.028964,-0.078107
30,0.300000,308,0.002611,-0.050977
30,0.300000,309,-0.019307,-0.027677
31,0.310000,310,0.008783,-0.025100
31,0.310000,311,0.076117,-0.019715
31,0.310000,312,0.078226,-0.020960
31,0.310000,313,0.033997,-0.047716
31,0.310000,314,-0.001230,-0.076130
31,0.310000,315,-0.021077,-0.061147
31,0.310000,316,-0.031524,-0.054722
31,0.310000,317,-0.035685,-0.072669
31,0.310000,318,-0.029377,-0.071443
31,0.310000,319,-0.052013,-0.045009
32,0.320000,320,-0.039443,-0.040811
32,0.320000,321,-0.006446,-0.048469
32,0.320000,322,0.024275,-0.047473
32,0.320000,323,0.034774,-0.044163
32,0.320000,324,0.032719,-0.052271
32,0.320000,325,0.023214,-0.062718
32,0.320000,326,0.020947,-0.065876
32,0.320000,327,0.028849,-0.065906
32,0.320000,328,0.021311,-0.063185
32,0.320000,329,0.013025,-0.066132
33,0.330000,330,-0.008106,-0.062943
33,0.330000,331,-0.015057,-0.069559
33,0.330000,332,-0.016519,-0.074093
33,0.330000,333,-0.011674,-0.070894
33,0.330000,334,-0.013852,-0.061876
33,0.330000,335,-0.006266,-0.051661
33,0.330000,336,-0.004590,-0.033725
33,0.330000,337,-0.010395,-0.014439
33,0.330000,338,-0.007397,-0.007939
33,0.330000,339,-0.004641,-0.026918
34,0.340000,340,0.000777,-0.062134
34,0.340000,341,0.014479,-0.082639
34,0.340000,342,0.019596,-0.068438
34,0.340000,343,0.021954,-0.009382
34,0.340000,344,0.035594,-0.006627
34,0.340000,345,0.011785,-0.004384
34,0.340000,346,-0.044207,-0.002603
34,0.340000,347,-0.092942,-0.001229
34,0.340000,348,-0.041374,-0.000212
34,0.340000,349,0.044764,0.000500
35,0.350000,350,0.080292,0.000955
35,0.350000,351,0.098643,0.001201
35,0.350000,352,0.097755,0.001282
35,0.350000,353,0.031543,0.001236
35,0.350000,354,-0.041439,0.001102
35,0.350000,355,-0.049894,0.000910
35,0.350000,356,-0.023362,0.000688
35,0.350000,357,0.015580,-0.060806
35,0.350000,358,0.047067,-0.057969
35,0.350000,359,0.046650,-0.055798
36,0.360000,360,0.014730,-0.057924
36,0.360000,361,0.000055,-0.057233
36,0.360000,362,-0.004828,-0.056634
36,0.360000,363,-0.020056,-0.058798
36,0.360000,364,-0.037852,-0.056890
36,0.360000,365,-0.039000,-0.051684
36,0.360000,366,-0.021596,-0.053429
36,0.360000,367,-0.011909,-0.050826
36,0.360000,368,-0.023669,-0.050688
36,0.360000,369,-0.048221,-0.043367
37,0.370000,370,-0.045139,-0.046106
37,0.370000,371,-0.002610,-0.048980
37,0.370000,372,0.029691,-0.048509
37,0.370000,373,0.048886,-0.061323
37,0.370000,374,0.052204,-0.056988
37,0.370000,375,0.020003,-0.047002
37,0.370000,376,0.001643,-0.046751
37,0.370000,377,0.000785,-0.044104
37,0.370000,378,-0.012458,-0.042325
37,0.370000,379,-0.014376,-0.055561
38,0.380000,380,-0.019059,-0.077618
38,0.380000,381,-0.014560,-0.114730
38,0.380000,382,-0.003114,-0.153225
38,0.380000,383,0.016857,-0.102027
38,0.380000,384,-0.002288,-0.033650
38,0.380000,385,-0.001574,-0.022162
38,0.380000,386,-0.001001,0.003014
38,0.380000,387,-0.000554,0.022150
38,0.380000,388,-0.000216,0.002581
38,0.380000,389,0.000028,-0.036895
39,0.390000,390,0.000192,-0.051044
39,0.390000,391,0.000291,-0.050143
39,0.390000,392,0.000337,-0.055543
39,0.390000,393,0.000342,-0.055283
39,0.390000,394,0.000317,-0.056400
39,0.390000,395,0.000272,-0.057864
39,0.390000,396,0.000215,-0.058569
39,0.390000,397,0.009341,-0.054891
39,0.390000,398,0.003817,-0.062697
39,0.390000,399,0.000207,-0.067452
40,0.400000,400,-0.002885,-0.073879
40,0.400000,401,-0.008774,-0.075416
40,0.400000,402,-0.005183,-0.075195
40,0.400000,403,0.000233,-0.068966
40,0.400000,404,0.000870,-0.056406
40,0.400000,405,0.003940,-0.050259
40,0.400000,406,0.002898,-0.055522
40,0.400000,407,-0.000602,-0.044273
40,0.400000,408,-0.001935,-0.035784
40,0.400000,409,-0.004759,-0.031181
41,0.410000,410,0.000477,-0.041296
41,0.410000,411,-0.002609,-0.035719
41,0.410000,412,-0.002666,-0.042868
41,0.410000,413,0.004275,-0.066543
41,0.410000,414,0.003934,-0.066152
41,0.410000,415,0.006000,-0.057971
41,0.410000,416,0.003576,-0.056138
41,0.410000,417,0.001204,-0.059559
41,0.410000,418,-0.002101,-0.058718
41,0.410000,419,0.006795,-0.059795
42,0.420000,420,0.010738,-0.063633
42,0.420000,421,0.009554,-0.065876
42,0.420000,422,0.007255,-0.063456
42,0.420000,423,-0.021290,-0.060022
42,0.420000,424,-0.041461,-0.056526
42,0.420000,425,-0.005375,-0.058453
42,0.420000,426,0.048388,-0.059875
42,0.420000,427,0.071182,-0.054551
42,0.420000,428,0.046026,-0.037290
42,0.420000,429,0.007230,-0.023260
43,0.430000,430,-0.006204,-0.025357
43,0.430000,431,-0.019908,-0.042816
43,0.430000,432,-0.026499,-0.047940
43,0.430000,433,-0.015586,-0.052004
43,0.430000,434,-0.010529,-0.055470
43,0.430000,435,-0.005128,-0.053865
43,0.430000,436,0.000904,-0.049916
43,0.430000,437,0.001287,-0.057861
43,0.430000,438,0.000396,-0.058921
43,0.430000,439,0.002078,-0.056338
44,0.440000,440,-0.005236,-0.059328
44,0.440000,441,-0.007963,-0.059893
44,0.440000,442,-0.009365,-0.055490
44,0.440000,443,0.002068,-0.059881
44,0.440000,444,0.017444,-0.058795
44,0.440000,445,0.019212,-0.058595
44,0.440000,446,0.004326,-0.064205
44,0.440000,447,-0.000068,-0.068241
44,0.440000,448,-0.012230,-0.064890
44,0.440000,449,-0.002539,-0.075801
45,0.450000,450,0.015897,-0.073494
45,0.450000,451,0.071578,-0.042778
45,0.450000,452,0.082681,-0.029273
45,0.450000,453,0.048945,-0.044895
45,0.450000,454,0.018989,-0.056969
45,0.450000,455,-0.011822,-0.060987
45,0.450000,456,-0.027439,-0.061751
45,0.450000,457,-0.040178,-0.037501
45,0.450000,458,-0.020512,0.009921
45,0.450000,459,-0.009635,-0.015702
46,0.460000,460,-0.003589,-0.054707
